disorder_id,name,name_alt1,name_alt2,abbr,gene_sym,hgnc_gene_sym,hgnc_gene_name,ncbi_gene,omim_no,inheritance,treatability,prevalence
411,POLG-related Mitochondrial DNA polymerase gamma catalytic subunit deficiency 4A,Mitochondrial Depletion Syndrome 4A,Alpers-Huttenlocher Syndrome,MTDPS4A,POLG,POLG,"DNA polymerase gamma, catalytic subunit",5428,203700,"Autosomal Dominant, Autosomal Recessive",unknown,1:100 000-1:250 000
416,OPA1-related Childhood-onset optic atrophy type 1,Childhood-onset optic atrophy type 1,Juvenile Optic Atrophy,OPA1,OPA1,OPA1,"OPA1, mitochondrial dynamin like GTPase",4976,165500,Autosomal Dominant,unknown,1:12 000-1:50 000
420,"POLG-related Spinocerebellar Ataxia with Epilepsy, included (SCAE, included)","Sensory Ataxic Neuropathy, Dysarthria and Ophthalmoparesis",NA,SANDO,POLG,POLG,"DNA polymerase gamma, catalytic subunit",5428,607459,Autosomal Dominant,unknown,NA
421,OPA1-related Optic Atrophy 1 and Deafness,NA,Behr syndrome,OPA1,OPA1,OPA1,"OPA1, mitochondrial dynamin like GTPase",4976,125250,"Autosomal Dominant, Autosomal Recessive",unknown,1:12 000-1:50 000
425,LRPPRC-related Leigh Syndrome with French-Canadian Ethnicity,NA,NA,LSFC,LRPPRC,LRPPRC,leucine rich pentatricopeptide repeat containing,10128,220111,Autosomal Recessive,unknown,1:2 000 in Saguenay-Lac-Saint-Jean region (Canada)
426,ISCU-related Hereditary Myopathy with Lactic Acidosis,NA,NA,HML,ISCU,ISCU,iron-sulfur cluster assembly enzyme,23479,255125,Autosomal Recessive,unknown,NA
436,GFM1-related Mitochondrial elongation factor G1 deficiency,Early fatal progressive hepatoencephalopathy,Combined Oxidative Phosphorylation Defect 1,COXPD1,GFM1,GFM1,G elongation factor mitochondrial 1,85476,609060,Autosomal Recessive,unknown,NA
437,MRPS16-related Mitochondrial ribosomal small subunit 16 deficiency,Corpus Callosum Agenesis with Dysmorphism and Fatal Lactic Acidosis,NA,COXPD2,MRPS16,MRPS16,mitochondrial ribosomal protein S16,51021,610498,Autosomal Recessive,unknown,NA
438,ACAD9-related Acyl-CoA Dehydrogenase 9 deficiency,NA,NA,ACAD9D,ACAD9,ACAD9,acyl-CoA dehydrogenase family member 9,28976,611126,Autosomal Recessive,yes,NA
439,TSFM-related Mitochondrial elongation factor Ts deficiency,"Encephalomyopathy, Respiratory Failure and Lactic Acidosis",Combined Oxidative Phosphorylation Defect 3,COXPD3,TSFM,TSFM,"Ts translation elongation factor, mitochondrial",10102,610505,Autosomal Recessive,unknown,NA
440,TUFM-related Mitochondrial elongation factor Tu deficiency,Combined Oxidative Phosphorylation Defect 4,NA,COXPD4,TUFM,TUFM,"Tu translation elongation factor, mitochondrial",7284,610678,Autosomal Recessive,unknown,NA
441,MRPS22-related Mitochondrial ribosomal small subunit 22 deficiency,Combined Oxidative Phosphorylation Defect 5,NA,COXPD5,MRPS22,MRPS22,mitochondrial ribosomal protein S22,56945,611719,Autosomal Recessive,unknown,NA
442,AIFM1-related X-Linked Mitochondrial Myopathy,NA,Combined Oxidative Phosphorylation Defect 6,COXPD6,AIFM1,AIFM1,"apoptosis inducing factor, mitochondria associated 1",9131,300816,X-linked,unknown,NA
443,C12ORF65-related Mitochondrial release factor deficiency,Combined Oxidative Phosphorylation Defect 7,Autosomal recessive spastic paraplegia type 55,COXPD7,MTRFR,MTRFR,chromosome 12 open reading frame 65,91574,613559,Autosomal Recessive,unknown,NA
444,PUS1-related Pseudouridine synthase 1 deficiency,Myopathy Lactic Acidosis and Sideroblastic Anaemia type 1,NA,MLASA1,PUS1,PUS1,pseudouridylate synthase 1;tyrosyl-tRNA synthetase 2,NA,600462,Autosomal Recessive,unknown,NA
445,TRMU-related tRNA 5-methylaminomethyl-2-thiouridylate-methyltransferase deficiency,Transient infantile liver failure,NA,-,TRMU,TRMU,tRNA 5-methylaminomethyl-2-thiouridylate methyltransferase,55687,613070,Autosomal Recessive,unknown,NA
446,DARS2-related Mitochondrial aspartyl-tRNA synthetase deficiency,Leukoencephalopathy with and spinal cord involvement and lactate elevation,NA,LBSL,DARS2,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial",55157,611105,Autosomal Recessive,unknown,NA
451,SDHA-related Succinate dehydrogenase subunit A deficiency,NA,NA,CII def.,SDHA,SDHA,,6389,252011,Autosomal Recessive,unknown,NA
463,SLC25A3-related Mitochondrial phosphate carrier deficiency,NA,NA,NA,SLC25A3,SLC25A3,solute carrier family 25 member 3,5250,610773,Autosomal Recessive,unknown,NA
466,SLC25A38-related Mitochondrial glycine transporter deficiency,Pyridoxine-refractory sideroblastic anemia type 2,NA,-,SLC25A38,SLC25A38,solute carrier family 25 member 38,NA,205950,Autosomal Recessive,unknown,NA
467,TIMM8A-related Mohr-Tranebjaerg syndrome,NA,NA,MTS,TIMM8A,TIMM8A,translocase of inner mitochondrial membrane 8 homolog A (yeast),1678,304700,X-linked,unknown,NA
468,UCP1-3-related Uncoupling protein deficiency,NA,NA,UCPD,UCP1;UCP2;UCP3,UCP1;UCP2;UCP3,,NA,601665;607447,Autosomal Recessive,unknown,NA
471,MT-RNR1-related Mitochondrial ribosomal RNA 12S deficiency,Streptomycin ototoxicity,Aminoglycoside induced deafness,NA,MT-RNR1,MT-RNR1,mitochondrially encoded 12S RNA,4549,580000,Mitochondrial,unknown,NA
473,GALT-related Galactose-1-phosphate uridyltransferase deficiency (CDG),Classic galactosemia,Galactosemia type 1,GALT-D,GALT,GALT,galactose-1-phosphate uridylyltransferase,2592,230400,Autosomal Recessive,yes,1:44 000
474,GALK1-related Galactokinase deficiency (CDG),Galactosemia type 2,NA,GALK-D,GALK1,GALK1,galactokinase 1,2584,230200,Autosomal Recessive,yes,<1:100 000
475,GALE-related Galactose epimerase deficiency (CDG),Galactosemia type 3,NA,GALE-D,GALE,GALE,UDP-galactose-4-epimerase,2582,230350,Autosomal Recessive,yes,NA
476,KHK-related Hepatic fructokinase deficiency,Essential fructosuria,Ketohexokinase deficiency,FK-D,KHK,KHK,ketohexokinase,3795,229800,Autosomal Recessive,unknown,NA
477,ALDOB-related Aldolase B deficiency (CDG),Hereditary fructose intolerance,Fructose-1-phosphate aldolase deficiency,HFI,ALDOB,ALDOB,"aldolase, fructose-bisphosphate B",229,229600,Autosomal Recessive,yes,1:20 000 in Caucasian
478,LAMP2-related Lysosome-associated membrane protein 2 deficiency,Danon disease,Glycogen storage disease type II b,GSD-IIb,LAMP2,LAMP2,lysosomal associated membrane protein 2,3920,300257,X-linked,unknown,NA
479,SLC5A2-related Sodium-glucose cotransporter 2 deficiency,Familial renal glucosuria type 1,NA,SGLT2-D,SLC5A2,SLC5A2,solute carrier family 5 member 2;solute carrier family 5 member 2,6524,233100,Autosomal Recessive,yes,NA
480,SLC2A1-related Glucose transporter 1 deficiency,GLUT1 deficiency,NA,GLUT1-D,SLC2A1,SLC2A1,solute carrier family 2 member 1,6513,606777;612126;601042;614847,"Autosomal Dominant, Autosomal Recessive",yes,NA
481,SLC2A2-related Glucose transporter 2 deficiency,Fanconi-Bickel syndrome,NA,FBS,SLC2A2,SLC2A2,solute carrier family 2 member 2;solute carrier family 2 member 2,6514;6514,227810,Autosomal Recessive,yes,NA
482,SLC5A1-related Intestinal sodium-glucose cotransporter 1 deficiency,Glucose-galactose malabsorption,NA,GGM,SLC5A1,SLC5A1,solute carrier family 5 member 1;solute carrier family 5 member 1,6523;6523,606824,Autosomal Recessive,yes,NA
483,"FBP1-related Fructose-1,6-bisphosphatase deficiency",NA,NA,FBP-D,FBP1,FBP1,fructose-bisphosphatase 1,2203,229700,Autosomal Recessive,yes,1:147 575 in Italy
484,G6PC-related Glucose-6-phosphatase deficiency,G6PC-related Glycogen storage disease type 1a,von Gierke disease,GSD-Ia,G6PC,G6PC,glucose-6-phosphatase catalytic subunit,2538,232200,Autosomal Recessive,yes,1:100 000-1:300 000
485,SLC37A4-related Glucose-6-phosphate transporter deficiency (CDG),Glycogen storage disease type 1b,NA,GSD-I non-a,SLC37A4,SLC37A4,solute carrier family 37 member 4;solute carrier family 37 member 4,2542;2542,232220,Autosomal Recessive,yes,1:40 000
486,GAA-related Alpha-glucosidase deficiency,Pompe disease,Glycogen storage disease type II a,GSD-IIa,GAA,GAA,"glucosidase alpha, acid",2548,232300,Autosomal Recessive,yes,NA
487,"AGL-related Amylo-1,6-glucosidase (debrancher) deficiency",Glycogen storage disease type 3,Cori-Forbes disease; limit dextrinosis,GSD-III,AGL,AGL,"amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",178,232400,Autosomal Recessive,yes,1:100 000
488,GBE1-related Glycogen branching enzyme deficiency,Glycogen storage disease type 4,Andersen disease; adult polyglucosan body disease,GSD-IV,GBE1,GBE1,"glucan (1,4-alpha-), branching enzyme 1",2632,232500,Autosomal Recessive,unknown,NA
489,PYGM-related Muscle glycogen phosphorylase deficiency,Glycogen storage disease type 5,McArdle disease,GSD-V,PYGM,PYGM,"phosphorylase, glycogen, muscle",5837,232600,Autosomal Recessive,yes,NA
490,PYGL-related Liver glycogen phosphorylase deficiency,Glycogen storage disease type 6,Hers disease,GSD-VI,PYGL,PYGL,"phosphorylase, glycogen, liver",5836,232700,Autosomal Recessive,yes,NA
491,PFKM-related Muscle phosphofructokinase deficiency,Glycogen storage disease type 7,Tarui disease,GSD-VII,PFKM,PFKM,"phosphofructokinase, muscle",5213,232800,Autosomal Recessive,yes,NA
492,PHKA2-related Hepatic phosphorylase kinase α2 subunit deficiency,Glycogen storage disease type 9a,NA,GSD-IXa,PHKA2,PHKA2,phosphorylase kinase regulatory subunit alpha 2,5256,306000,X-linked,yes,1:100 000
493,PGAM2-related Muscle phosphoglycerate mutase deficiency,Glycogen storage disease type 10,DiMauro disease,GSD-X,PGAM2,PGAM2,phosphoglycerate mutase 2,5224,261670,Autosomal Recessive,yes,NA
494,SLC2A10-related L-Dehydroascorbate transporter deficiency,Arterial tortuosity syndrome,GLUT10 deficiency,GLUT10-D,SLC2A10,SLC2A10,solute carrier family 2 member 10;solute carrier family 2 member 10,81031;81031,208050,Autosomal Recessive,unknown,NA
496,GYG1-related Muscle glycogenin 1 deficiency,Glycogen storage disease type 15,Polyglucosan body myopathy type 2,GSD-XV,GYG1,GYG1,glycogenin 1,2992,613507,Autosomal Recessive,unknown,NA
497,GYS2-related Hepatic glycogen synthase deficiency,Glycogen storage disease type 0a,NA,GSD-0a,GYS2,GYS2,glycogen synthase 2,2998,240600,Autosomal Recessive,unknown,NA
498,GYS1-related Muscle glycogen synthase deficiency,Glycogen storage disease type 0b,NA,GSD-0b,GYS1,GYS1,glycogen synthase 1,2997,611556,Autosomal Recessive,unknown,NA
499,LDHA-related Lactate dehydrogenase A deficiency,Glycogen storage disease type 11,NA,LDHA-D,LDHA,LDHA,lactate dehydrogenase A,3939,612933,Autosomal Recessive,unknown,NA
500,ALDOA-related Aldolase A deficiency,Glycogen storage disease type 12,NA,ALDOA-D,ALDOA,ALDOA,"aldolase, fructose-bisphosphate A",226,611881,Autosomal Recessive,unknown,NA
501,ENO3-related Enolase beta deficiency,Glycogen storage disease type 13,NA,GSD-XIII,ENO3,ENO3,enolase 3,2027,612932,Autosomal Recessive,unknown,NA
502,PGK1-related Phosphoglycerate kinase deficiency,Muscle phosphoglycerate kinase deficiency,NA,PGK-D,PGK1,PGK1,phosphoglycerate kinase 1,5230,300653,X-linked,unknown,NA
503,SUCLA2-related ATP-specific succinyl-CoA synthetase ligase betta subunit deficiency,Mitochondrial DNA depletion syndrome type 5,Encephalomyopathic with or without methylmalonic aciduria,SCS,SUCLA2,SUCLA2,succinate-CoA ligase ADP-forming beta subunit,8803,612073,Autosomal Recessive,unknown,NA
504,HOGA1-related Mitochondrial 4-hydroxy-2-oxoglutarate aldolase 1 deficiency deficiency,Primary hyperoxaluria type 3,NA,PH 3,HOGA1,HOGA1,4-hydroxy-2-oxoglutarate aldolase 1,112817,613616,Autosomal Recessive,unknown,NA
505,APOC2-related Apolipoprotein C-II deficiency,NA,NA,APOC2 deficiency,APOC2,APOC2,apolipoprotein C2,344,608083;207750,Autosomal Recessive,unknown,NA
506,USF1-related Familial combined hyperlipidemia,Hyperlipoproteinemia type 2B  (a complex trait),NA,FCHL; HLP type 2,USF1,USF1,upstream transcription factor 1,7391,144250;602491,Unknown,yes,NA
507,APOE-related Apolipoprotein E deficiency,Dysbetalipoproteinemia,hyperlipoproteinemia type 3,DBL; HLP type 3,APOE,APOE,apolipoprotein E,348,617347,Autosomal Recessive,yes,1:10 000
508,ABCG5-related Sitosterolemia,Phytosterolemia,NA,NA,ABCG5,ABCG5,ATP binding cassette subfamily G member 5,64240,210250,Autosomal Recessive,yes,NA
509,LPA-related Elevated Lipoprotein(a),NA,NA,N/A,LPA,LPA,lipoprotein(a),4018,152200,Unknown,unknown,NA
510,CYP11A1-related Side-chain cleavage enzyme deficiency,Desmolase deficiency,NA,P450scc,CYP11A1,CYP11A1,cytochrome P450 family 11 subfamily A member 1,1583,118485,Autosomal Recessive,unknown,NA
512,"GSS-related Glutathione synthetase deficiency, severe",5-oxoprolinuria,Pyroglutamic aciduria,?,GSS,GSS,glutathione synthetase,2937,266130,Autosomal Recessive,yes,NA
513,"MVK-related Mevalonate kinase deficiency, severe",Mevalonic aciduria,NA,MKD,MVK,MVK,mevalonate kinase,4598,610377,Autosomal Recessive,unknown,NA
514,"EBP-related Chondrodysplasia punctata 2, recessive",Conradi-Hünermann syndrome,MEND syndrome,CDPX2,EBP,EBP,emopamil binding protein (sterol isomerase),10682,302960,X-linked,unknown,1:400 000; 95% patients are female
515,"NSDHL-related CK syndrome, recessive",NSDHL deficiency,NA,CKS,NSDHL,NSDHL,NAD(P) dependent steroid dehydrogenase-like,50814,300831,X-linked,unknown,NA
521,SLC1A3-related Glutamate aspartate transporter deficiency,EAAT1 glutamate transporter defect,Episodic ataxia type 6,EA6,SLC1A3,SLC1A3,solute carrier family 1 member 3,6507,612656,Autosomal Dominant,unknown,NA
522,SLC6A5-related Glycine transporter 2 deficiency,Hereditary hyperekplexia type 3,"Startle disease, familial; Stiff-Baby syndrome",HE,SLC6A5,SLC6A5,solute carrier family 6 member 5,9152,149400,"Autosomal Dominant, Autosomal Recessive",unknown,NA
523,SLC25A12-related Mitochondrial aspartate-glutamate carrier isoform 1 deficiency,Early infantile epileptic encephalopathy type 39,Aralar deficiency,EIEE39,SLC25A12,SLC25A12,solute carrier family 25 member 12,8604,612949,Autosomal Recessive,unknown,NA
524,SLC25A22-related Mitochondrial glutamate transporter deficiency,Early infantile epileptic encephalopathy-3,NA,EIEE3,SLC25A22,SLC25A22,solute carrier family 25 member 22,79751,609304,Autosomal Recessive,unknown,1:100 000 in Japan; 1:50 000 in UK
525,CTNS-related Nephropathic cystinosis,Juvenile cystinosis,NA,CTNS,CTNS,CTNS,"cystinosin, lysosomal cystine transporter",1497,219800;219900;219750,Autosomal Recessive,yes,1:100 000-1:200 000
527,LDLR-related Familial hypercholesterolemia homozygous,Hyperlipoproteinemia type 2A,NA,HoFH,LDLR,LDLR,low density lipoprotein receptor,3949,143890;606945,Autosomal Recessive,yes,1:500 heterozygotes; 1:1 000 000 homozygotes
528,LCAT-related Familial Lecithin cholesterol acyl transferase deficiency (partial),Fish eye disease,NA,FED,LCAT,LCAT,lecithin-cholesterol acyltransferase,3931,136120;606967,Autosomal Recessive,unknown,NA
529,SLC52A3-related Riboflavin transporter 2 deficiency,Brown-Vialetto-Van Laere syndrome type 1,NA,BVVLS,SLC52A3,SLC52A3,solute carrier family 52 member 2;solute carrier family 52 member 3,113278,211530,Autosomal Recessive,unknown,NA
530,SLC52A3-related Fazio-Londe syndrome,NA,NA,allelic with BVVLS,SLC52A3,SLC52A3,solute carrier family 52 member 3,113278,211500,Autosomal Recessive,yes,NA
531,COQ6-related Coenzyme Q6 monooxygenase deficiency,Primary coenzyme Q10 deficiency type 6,Early onset steroid-resistant nephrosis with sensorineural deafness,COQ6 deficiency,COQ6,COQ6,"coenzyme Q6, monooxygenase",51004,614650,Autosomal Recessive,unknown,NA
532,ETFDH-related Myopathic form of CoQ10 deficiency,NA,NA,ETFDH,ETFDH,ETFDH,electron transfer flavoprotein dehydrogenase,2110,231675,Autosomal Recessive,unknown,NA
533,ATP7A-related Copper-transporting ATPase subunit alpha deficiency (SMAX3),X-linked distal spinal muscular atrophy,NA,SMAX3,ATP7A,ATP7A,ATPase copper transporting alpha,538,300489,X-linked,unknown,NA
537,SUGCT-related Succinate-hydroxymethylglutarate-CoA transferase deficiency,Glutaric aciduria type 3,NA,GA3,SUGCT,SUGCT,succinyl-CoA:glutarate-CoA transferase,79783,231690,Autosomal Recessive,unknown,NA
542,"GKD-related Glycerol kinase deficiency, isolated",Hyperglycerolemia,NA,GKD,GK,GK,glycerol kinase,2710,307030,X-linked,yes,NA
544,MCEE-related Methylmalonic aciduria due to methylmalonyl-CoA epimerase deficiency,Methylmalonic aciduria 3,NA,MMAE,MCEE,MCEE,methylmalonyl-CoA epimerase,84693,251120,Autosomal Recessive,unknown,NA
548,"ABCD4-related Methylmalonic aciduria and homocystinuria, cblJ type",Adenosylcobalamin and methylcobalamin synthesis defect - cblJ,NA,cblJ,ABCD4,ABCD4,ATP binding cassette subfamily D member 4,5826,614857,Autosomal Recessive,yes,NA
549,ADK-related Adenosine kinase deficiency,Hypermethioninemia due to adenosine kinase deficiency,NA,ADKD,ADK,ADK,adenosine kinase,132,614300,Autosomal Recessive,unknown,NA
550,SLC33A1-related Acetyl-CoA transporter deficiency,"Congenital  cataracts, hearing loss, and low serum copper and ceruloplasmin",Huppke-Brendel syndrome,CCHLND,SLC33A1,SLC33A1,solute carrier family 33 member 1,9197,614482,Autosomal Recessive,unknown,NA
551,"MTHFD1-related 5,10-Methylene-tetrahydrofolate dehydrogenase deficiency",Trifunctional dehydrogenase/cyclohydrolase/synthetase,NA,MTHFD1,MTHFD1,MTHFD1,"methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1",4522,172460,Autosomal Recessive,unknown,NA
552,ABCB4-related Progressive familial intrahepatic cholestasis type 3,NA,NA,ABCB4,ABCB4,ABCB4,ATP binding cassette subfamily B member 4,5244,602347,Autosomal Recessive,unknown,NA
553,SLCO1B1;SLCO1B3-related Rotor syndrome,OATP1B1 and OATP1B3 disease,"Digenic hyperbilirubinaemia, Rotor type",OATP1B1 and OATP1B3,SLCO1B1;SLCO1B3,SLCO1B1;SLCO1B3,solute carrier organic anion transporter family member 1B1;solute carrier organic anion transporter family member 1B3,10599;28234,237450;604843;605495,Digenic,unknown,NA
554,ABCC2-related Canalicular bilirubin glucuronide transporter deficiency,Dubin-Johnson syndrome,NA,ABCC2 or DJS,ABCC2,ABCC2,ATP binding cassette subfamily C member 2,1244,237500;601107,Autosomal Recessive,unknown,1:1 300 in Moroccan/Iranian Jewish
555,AKR1C2-related 3-alpha-hydroxysteroid dehydrogenase type 3 deficiency,Aldoketoreductase 2 deficiency,Backdoor pathway defect,AKR1C,AKR1C2,AKR1C2,aldo-keto reductase family 1 member C2,1646,600450,Autosomal Recessive,unknown,NA
556,GNPTAB-related UDP-N-acetylglucosamine-1-phosphotransferase subunit alpha/beta deficiency (CDG),Mucolipidosis III alpha-beta,Pseudo-Hurler polydystrophy,NA,GNPTAB,GNPTAB,,NA,252600,Autosomal Recessive,unknown,NA
557,GRN-related Progranulin deficiency,Frontotemporal lobar degeneration with TDP-43 inclusions (dominant),CLN11 disease (recessive),CLN11,GRN,GRN,granulin,2896,614706,"Autosomal Dominant, Autosomal Recessive",unknown,NA
558,ATP13A2-related Lysosomal type 5 P‐type ATPase deficiency,Kufor‐Rakeb syndrome; Parkinson disease 9,"Ceroid lipofuscinosis, neuronal, 12",CLN12/ PARK9,ATP13A2,ATP13A2,ATPase 13A2,23400,606693,Autosomal Recessive,unknown,NA
559,CTSF-related Cathepsin F deficiency,Kufs disease recessive type,"Ceroid lipofuscinosis, neuronal, 13",CLN13,CTSF,CTSF,cathepsin F,8722,603539,Autosomal Recessive,unknown,NA
560,KCTD7-related CLN14 disease,Progressive myoclonic epilepsy type 3,NA,CLN14/ EPM3,KCTD7,KCTD7,potassium channel tetramerization domain containing 7,154881,611726,Autosomal Recessive,unknown,NA
561,ALPL-related Tissue-nonspecific alkaline phosphatase deficiency,Congenital hypophosphatasia,Phosphoethanolaminuria,HOPS,ALPL,ALPL,"alkaline phosphatase, liver/bone/kidney",249,241500,"Autosomal Dominant, Autosomal Recessive",unknown,NA
562,OAT-related Ornithine aminotransferase deficiency,Gyrate atrophy of the choroid and retina,Hyperornithinemia,"OAT, GACR",OAT,OAT,ornithine aminotransferase,4942,258870,Autosomal Recessive,yes,"1:50 000 in Finland, <1:1 000 000 in other places"
563,PHKA1-related Muscle phosphorylase kinase deficiency,Glycogen storage disease type 9d,NA,GSD-IXd,PHKA1,PHKA1,phosphorylase kinase regulatory subunit alpha 1,5255,300559,Autosomal Recessive,yes,NA
564,"PRKAG2-related Phosphorylase kinase deficiency, AMP-activated",NA,NA,AMPK-A,PRKAG2,PRKAG2,protein kinase AMP-activated non-catalytic subunit gamma 2,51422,600858;261740;194200,Autosomal Dominant,unknown,NA
565,GLYCTK-related D-glycerate kinase deficiency,D-glyceric acidaemia,NA,GLYCTK-D,GLYCTK,GLYCTK,glycerate kinase,132158,610516,Autosomal Recessive,unknown,NA
566,ABCC8-related ATP-sensitive potassium channel regulatory subunit deficiency,Persistent hyperinsulinemic hypoglycemia of infancy (PHHI),NA,HHF1,ABCC8,ABCC8,ATP binding cassette subfamily C member 8,6833,256450,"Autosomal Dominant, Autosomal Recessive",yes,NA
